ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
1871,0,4,4,131,17,1
1872,0,9,131,131,10,0
1873,0,4,4,131,17,1
1874,0,4,4,131,17,1
1875,0,5,131,131,2,1
1876,0,5,131,131,5,1
1877,0,5,131,131,5,1
1878,0,7,131,131,7,1
1879,1,6,-1,-1,-1,-1
1880,0,4,4,131,17,1
1881,0,4,4,131,17,1
1882,0,6,131,131,6,1
1883,0,11,131,131,19,0
1884,0,6,6,131,6,1
